pfaf_id,FID,area_km2,ISO,Admin0,Admin1,rfr_score,cfr_score,Resilience_Index, NormalizedLackofResilience ,Alert,Flag
146809,2052.0,4472.408049,GIN,Guinea,Mamou,2.459618279,0.0,0.39,0.85,,
143090,1842.0,9731.267925,TGO,Togo,Maritime,3.109034718,3.219892303,0.42,0.81,,
144202,1853.0,6038.46529,TGO,Togo,Kara,4.048087637,0.0,0.42,0.81,,
144204,1855.0,6865.761434,TGO,Togo,Kara,2.483348219,0.0,0.42,0.81,,
144103,1845.0,5045.634444,GHA,Ghana,Volta,4.075322273,0.0,0.53,0.65,Information,
144104,1846.0,12469.41297,GHA,Ghana,Eastern,2.039358156,0.0,0.53,0.65,Information,
144106,1848.0,3049.133158,GHA,Ghana,Ashanti,2.75108349,0.0,0.53,0.65,Information,
144109,1851.0,1721.500218,GHA,Ghana,Brong Ahafo,4.00626953,0.0,0.53,0.65,Information,
144201,1852.0,22205.01795,GHA,Ghana,Northern,3.192773189,0.0,0.53,0.65,,
144301,1861.0,425.3519253,GHA,Ghana,Volta,4.226345158,0.0,0.53,0.65,Information,
144302,1862.0,5071.629155,GHA,Ghana,Brong Ahafo,2.100619638,0.0,0.53,0.65,Information,
144306,1866.0,8967.472895,GHA,Ghana,Brong Ahafo,2.133699018,0.0,0.53,0.65,,
144430,1872.0,8325.352084,GHA,Ghana,Northern,1.022685476,0.0,0.53,0.65,,
144440,1873.0,5363.350617,GHA,Ghana,Northern,0.676272805,0.0,0.53,0.65,,
144460,1875.0,23842.34277,GHA,Ghana,Upper West,1.558046914,0.0,0.53,0.65,Information,
144470,1876.0,5352.589909,GHA,Ghana,Upper East,2.990102592,0.0,0.53,0.65,,
144491,1878.0,3915.745902,GHA,Ghana,Upper East,1.19794999,0.0,0.53,0.65,,
144503,1889.0,8198.732967,GHA,Ghana,Brong Ahafo,1.935196832,0.0,0.53,0.65,Information,
144505,1891.0,1977.969685,GHA,Ghana,Brong Ahafo,2.136920136,0.0,0.53,0.65,,
144509,1895.0,4012.084244,GHA,Ghana,Upper West,1.326057513,0.0,0.53,0.65,,
145103,1918.0,6857.04681,GHA,Ghana,Central,4.121928144,0.0,0.53,0.65,,
145104,1919.0,23354.55785,GHA,Ghana,Ashanti,2.185330874,0.0,0.53,0.65,,
145106,1921.0,8497.850783,GHA,Ghana,Western,3.413137761,0.0,0.53,0.65,,
145108,1923.0,28216.96865,GHA,Ghana,Western,3.809880735,0.0,0.53,0.65,,
145731,1956.0,12678.41006,LBR,Liberia,River Gee,4.105131517,1.014015289,0.41,0.82,,
145734,1959.0,12813.82738,LBR,Liberia,Nimba,3.563653996,0.0,0.41,0.82,,
145736,1961.0,16263.69733,LBR,Liberia,Bong,4.029213741,0.0,0.41,0.82,,
145740,1964.0,20453.84883,LBR,Liberia,Lofa,4.094416632,0.0,0.41,0.82,,
145750,1965.0,21590.23669,LBR,Liberia,Gbapolu,4.108778664,0.0,0.41,0.82,,
145774,1970.0,18669.51979,SLE,Sierra Leone,Northern,4.058641379,0.0,0.39,0.85,,
145798,1984.0,14901.17454,SEN,Senegal,Sédhiou,2.729448684,3.341140007,0.48,0.72,,
145805,1990.0,576.6673068,SEN,Senegal,Tambacounda,4.001762536,0.0,0.48,0.72,,
145807,1992.0,1166.245325,SEN,Senegal,Tambacounda,3.83031401,0.0,0.48,0.72,,
145808,1993.0,4701.340701,SEN,Senegal,Kédougou,2.606686693,0.0,0.48,0.72,Information,
146380,2021.0,30059.85525,SEN,Senegal,Kédougou,3.511379747,0.0,0.48,0.72,Information,
145803,1988.0,5779.721208,GMB,Gambia,Upper River,4.020648475,0.0,0.47,0.74,,
151197,2120.0,7014.17158,ESH,Western Sahara,Oued el Dahab,0.0,2.607587468,-9999.0,0.6,Information,
151506,2163.0,17330.95509,MAR,Morocco,Souss - Massa - Draâ,1.958404314,0.229177911,0.55,0.63,,
151508,2165.0,20389.72858,MAR,Morocco,Marrakech - Tensift - Al Haouz,1.396385596,0.0,0.55,0.63,,
151606,2173.0,8012.288458,MAR,Morocco,Tadla - Azilal,1.566549737,0.0,0.55,0.63,,
151607,2174.0,7433.55876,MAR,Morocco,Tadla - Azilal,2.034219397,0.0,0.55,0.63,,
151802,2179.0,10591.37033,MAR,Morocco,Rabat-Sal1-Zemmour-Zaer,2.604199582,0.0,0.55,0.63,Information,
151900,2187.0,7430.704481,MAR,Morocco,Tanger - Tétouan,2.705613957,2.272497776,0.55,0.63,Information,
153010,2188.0,12969.05111,MAR,Morocco,Taza - Al Hoceima - Taounate,4.127568839,0.404054866,0.55,0.63,,
153059,2226.0,8114.9586,TUN,Tunisia,Jendouba,3.834534237,1.516254889,0.58,0.58,Information,
153060,2227.0,23223.00932,TUN,Tunisia,Le Kef,2.011060264,0.180350686,0.58,0.58,,
153070,2228.0,7117.795433,TUN,Tunisia,Nabeul,2.09096384,1.550455448,0.58,0.58,Information,
153080,2229.0,15295.77005,TUN,Tunisia,Kairouan,1.666236797,0.0,0.58,0.58,,
153090,2230.0,21730.80162,TUN,Tunisia,Sfax,3.651167776,2.15796947,0.58,0.58,Information,
156010,2619.0,7419.355981,TUN,Tunisia,Médenine,4.056264686,2.169138925,0.58,0.58,Information,
156030,2621.0,190.2936644,TUN,Tunisia,Médenine,0.686101202,1.540308161,0.58,0.58,Information,
156050,2623.0,17666.46545,LBY,Libya,Tripoli,4.017302217,1.133590952,0.52,0.67,Information,
156070,2625.0,3185.187227,LBY,Libya,Surt,3.456622688,0.0,0.52,0.67,Information,
156091,2627.0,12338.85238,LBY,Libya,Surt,3.260620592,2.476314661,0.52,0.67,Information,
156095,2630.0,27762.81279,LBY,Libya,Darnah,3.338232625,0.434316964,0.52,0.67,Information,
156093,16050.0,12591.1711,LBY,Libya,Al Wahat,4.036413667,1.125603481,0.52,0.67,Information,
172699,3363.0,3312.9761,UGA,Uganda,Kotido,2.328080794,0.0,0.44,0.78,Information,
172925,3435.0,1690.368474,UGA,Uganda,Kitgum,3.698345086,0.0,0.44,0.78,Information,
172926,3436.0,12917.9032,UGA,Uganda,Pader,2.487506883,0.0,0.44,0.78,Information,
172927,3437.0,2823.147549,UGA,Uganda,Kitgum,4.04060349,0.0,0.44,0.78,,
172930,3440.0,22078.98779,UGA,Uganda,Adjumani,1.347142311,0.0,0.44,0.78,Information,
172942,3442.0,8387.163406,UGA,Uganda,Kibale,2.747503727,0.0,0.44,0.78,,
172946,3446.0,3535.75496,UGA,Uganda,Rukungiri,1.699808786,0.0,0.44,0.78,,
172951,3450.0,3539.240704,UGA,Uganda,Gulu,2.895872062,0.0,0.44,0.78,Information,
172952,3451.0,2322.702691,UGA,Uganda,Gulu,2.199640106,0.0,0.44,0.78,Information,
172953,3452.0,5458.561817,UGA,Uganda,Apac,0.706245307,0.0,0.44,0.78,Information,
172954,3453.0,16424.43996,UGA,Uganda,Kiboga,0.747877942,0.0,0.44,0.78,,
172957,3456.0,1724.12899,UGA,Uganda,Nakasongola,3.353205058,0.0,0.44,0.78,Information,
172964,3462.0,10787.15827,UGA,Uganda,Tororo,3.285956776,0.0,0.44,0.78,,
172966,3464.0,10108.86406,UGA,Uganda,Nakapiripirit,0.916945569,0.0,0.44,0.78,Information,
172967,3465.0,1570.359851,UGA,Uganda,Katakwi,2.657169467,0.0,0.44,0.78,,
172968,3466.0,6686.564399,UGA,Uganda,Moroto,1.708849011,0.0,0.44,0.78,Information,
172969,3467.0,5534.524966,UGA,Uganda,Kotido,1.376267887,0.0,0.44,0.78,,
172994,3487.0,3719.709818,UGA,Uganda,Kabale,2.276446927,0.0,0.44,0.78,,
172977,16053.0,23885.87798,UGA,Uganda,Lake Victoria,3.269843455,0.0,0.44,0.78,,
181100,3494.0,26261.81507,MDG,Madagascar,Toliary,3.729414764,1.56518347,0.4,0.83,Information,
181201,3495.0,4506.259891,MDG,Madagascar,Toliary,4.001257436,0.0,0.4,0.83,Information,
181203,3497.0,4815.015047,MDG,Madagascar,Toliary,3.118721587,0.0,0.4,0.83,Information,
181205,3499.0,1257.31762,MDG,Madagascar,Toliary,3.946075013,0.0,0.4,0.83,Information,
181206,3500.0,10589.0281,MDG,Madagascar,Toliary,4.032995088,0.0,0.4,0.83,Information,
181208,3502.0,2998.1853,MDG,Madagascar,Fianarantsoa,1.086414699,0.0,0.4,0.83,Information,
181209,3503.0,2377.20876,MDG,Madagascar,Toliary,4.02217025,0.0,0.4,0.83,Information,
181300,3504.0,18159.68828,MDG,Madagascar,Toliary,4.1298834,3.079384432,0.4,0.83,Information,
181401,3505.0,5294.892779,MDG,Madagascar,Toliary,4.001653965,0.0,0.4,0.83,Information,
181402,3506.0,3171.672535,MDG,Madagascar,Toliary,1.44576451,0.0,0.4,0.83,Information,
181403,3507.0,5363.145769,MDG,Madagascar,Toliary,3.309589252,0.0,0.4,0.83,Information,
181404,3508.0,4185.614748,MDG,Madagascar,Toliary,1.770529622,0.0,0.4,0.83,Information,
181405,3509.0,4822.245547,MDG,Madagascar,Fianarantsoa,3.903887374,0.0,0.4,0.83,Information,
181406,3510.0,9808.245981,MDG,Madagascar,Fianarantsoa,2.537991303,0.0,0.4,0.83,Information,
181407,3511.0,1423.224734,MDG,Madagascar,Toliary,4.038573929,0.0,0.4,0.83,Information,
181408,3512.0,7737.713255,MDG,Madagascar,Fianarantsoa,3.292135959,0.0,0.4,0.83,Information,
181409,3513.0,13254.71602,MDG,Madagascar,Fianarantsoa,3.174085803,0.0,0.4,0.83,Information,
181601,3514.0,6022.013172,MDG,Madagascar,Toliary,4.024951152,3.00790568,0.4,0.83,Information,
181602,3515.0,16684.51459,MDG,Madagascar,Antananarivo,2.669288224,0.0,0.4,0.83,Information,
181603,3516.0,237.6603173,MDG,Madagascar,Toliary,3.069524306,0.0,0.4,0.83,Information,
181608,3521.0,2048.626459,MDG,Madagascar,Antananarivo,1.66699626,0.0,0.4,0.83,Information,
181701,3523.0,821.0683698,MDG,Madagascar,Toliary,4.013436553,4.062882733,0.4,0.83,Information,
181702,3524.0,13365.69471,MDG,Madagascar,Toliary,3.598031266,0.0,0.4,0.83,Information,
181703,3525.0,10540.08417,MDG,Madagascar,Mahajanga,4.09411427,3.667390559,0.4,0.83,Information,
181704,3526.0,7965.38885,MDG,Madagascar,Mahajanga,4.053950906,0.0,0.4,0.83,Information,
181705,3527.0,7273.813759,MDG,Madagascar,Mahajanga,4.096142354,0.0,0.4,0.83,Information,
181706,3528.0,8643.794636,MDG,Madagascar,Mahajanga,4.052935803,0.0,0.4,0.83,Information,
181707,3529.0,9328.842332,MDG,Madagascar,Mahajanga,4.154033005,0.0,0.4,0.83,Information,
181708,3530.0,18974.45409,MDG,Madagascar,Mahajanga,4.047334457,0.0,0.4,0.83,Information,
181709,3531.0,2353.08581,MDG,Madagascar,Mahajanga,2.750343903,0.0,0.4,0.83,Information,
181801,3532.0,3379.11556,MDG,Madagascar,Mahajanga,4.022865117,0.0,0.4,0.83,Information,
181802,3533.0,12945.54537,MDG,Madagascar,Mahajanga,4.018928653,0.0,0.4,0.83,Information,
181803,3534.0,3080.227017,MDG,Madagascar,Mahajanga,4.003232983,0.0,0.4,0.83,Information,
181804,3535.0,12825.81988,MDG,Madagascar,Mahajanga,4.081855647,0.0,0.4,0.83,Information,
181805,3536.0,883.4332936,MDG,Madagascar,Mahajanga,4.058074284,0.0,0.4,0.83,Information,
181806,3537.0,3705.430145,MDG,Madagascar,Mahajanga,4.006741481,0.0,0.4,0.83,Information,
181807,3538.0,2747.999912,MDG,Madagascar,Mahajanga,3.361497295,0.0,0.4,0.83,Information,
181809,3540.0,11869.39026,MDG,Madagascar,Antananarivo,1.766661947,0.0,0.4,0.83,Information,
181910,3541.0,10851.25835,MDG,Madagascar,Mahajanga,3.703130493,1.610738082,0.4,0.83,Information,
181920,3542.0,28597.79212,MDG,Madagascar,Mahajanga,4.082933996,0.0,0.4,0.83,Information,
181931,3543.0,9830.922312,MDG,Madagascar,Mahajanga,4.012663781,0.0,0.4,0.83,Information,
181933,3545.0,32411.80991,MDG,Madagascar,Antsiranana,4.168522891,0.560441819,0.4,0.83,Watch,
181935,3547.0,12303.7178,MDG,Madagascar,Antsiranana,4.070806732,0.965129355,0.4,0.83,Information,
181940,3552.0,12799.66368,MDG,Madagascar,Toamasina,4.024948575,0.01751257,0.4,0.83,Information,
181950,3553.0,22028.04137,MDG,Madagascar,Toamasina,4.106605775,2.10494986,0.4,0.83,Information,
181960,3554.0,17804.70424,MDG,Madagascar,Toamasina,3.683871993,0.357438213,0.4,0.83,Information,
181971,3555.0,7251.432403,MDG,Madagascar,Fianarantsoa,4.132376122,3.069893963,0.4,0.83,Information,
181973,3557.0,3098.973106,MDG,Madagascar,Fianarantsoa,4.107919009,3.091086577,0.4,0.83,Information,
181976,3560.0,4434.45292,MDG,Madagascar,Fianarantsoa,4.002317621,3.304978685,0.4,0.83,Information,
181978,3562.0,4103.580545,MDG,Madagascar,Fianarantsoa,3.881881001,0.0,0.4,0.83,Information,
181979,3563.0,2020.313645,MDG,Madagascar,Fianarantsoa,4.181350743,0.0,0.4,0.83,Information,
181980,3564.0,16985.02205,MDG,Madagascar,Fianarantsoa,4.043791743,2.07728238,0.4,0.83,Information,
181991,3565.0,1184.795597,MDG,Madagascar,Fianarantsoa,1.506426573,1.244984154,0.4,0.83,Information,
181992,3566.0,1539.832308,MDG,Madagascar,Fianarantsoa,3.516190978,0.0,0.4,0.83,Information,
181993,3567.0,2031.740609,MDG,Madagascar,Fianarantsoa,3.861832081,3.184244445,0.4,0.83,Information,
181996,3569.0,12712.24545,MDG,Madagascar,Toliary,4.024542329,0.0,0.4,0.83,Information,
181997,3570.0,2694.63469,MDG,Madagascar,Toliary,2.754030556,0.0,0.4,0.83,Information,
181998,3571.0,5211.433533,MDG,Madagascar,Toliary,3.768449848,0.0,0.4,0.83,Information,
181500,16054.0,21703.50389,MDG,Madagascar,Menabe,4.09387891,3.820473137,0.4,0.83,Information,
181995,16055.0,3034.86389,MDG,Madagascar,Taolagnaro,4.037293252,1.904709892,0.4,0.83,Information,
211016,3579.0,3534.372215,ISR,Israel,HaDarom,0.486140123,0.0,0.7,0.42,Information,
299068,5763.0,2891.989104,ISR,Israel,HaZafon,2.687889753,0.0,0.7,0.42,Information,
211017,3580.0,21344.05405,LBN,Lebanon,South,3.317274977,0.000904391,0.52,0.67,Information,
211018,3581.0,24917.42918,SYR,Syria,Idlib,3.03985619,0.0,0.39,0.85,Information,
211020,3583.0,18601.2137,SYR,Syria,Aleppo,3.544727322,0.0,0.39,0.85,Information,
294953,5382.0,2327.97481,SYR,Syria,Dayr Az Zawr,2.164665071,0.0,0.39,0.85,,
294955,5384.0,964.2767209,SYR,Syria,Dayr Az Zawr,4.026256421,0.0,0.39,0.85,Information,
294957,5386.0,507.308885,SYR,Syria,Dayr Az Zawr,4.019296676,0.0,0.39,0.85,Information,
294959,5388.0,1117.151312,SYR,Syria,Dayr Az Zawr,3.520478205,0.0,0.39,0.85,Information,
294962,5390.0,3623.260594,SYR,Syria,Al ?asakah,3.57145229,0.0,0.39,0.85,Information,
294963,5391.0,3498.632644,SYR,Syria,Al ?asakah,3.103744007,0.0,0.39,0.85,Information,
294964,5392.0,12880.54742,SYR,Syria,Al ?asakah,1.786119077,0.0,0.39,0.85,Information,
294965,5393.0,1084.951518,SYR,Syria,Al ?asakah,4.069409519,0.0,0.39,0.85,Information,
294967,5395.0,665.2358078,SYR,Syria,Al ?asakah,3.489969163,0.0,0.39,0.85,Information,
294971,5398.0,10085.78443,SYR,Syria,Ar Raqqah,3.275698591,0.0,0.39,0.85,Information,
294973,5400.0,3112.397339,SYR,Syria,Ar Raqqah,4.064020725,0.0,0.39,0.85,Information,
294975,5402.0,14819.66077,SYR,Syria,Aleppo,2.147392584,0.0,0.39,0.85,Information,
299053,5752.0,1604.648944,SYR,Syria,As Suwayda',0.001095103,0.0,0.39,0.85,Information,
299069,5764.0,7004.776939,SYR,Syria,Dar`a,1.564515007,0.0,0.39,0.85,Information,
211019,3582.0,1600.861551,TUR,Turkey,Hatay,4.048341291,0.0,0.57,0.6,Information,
211031,3584.0,938.1924234,TUR,Turkey,Adana,3.910322156,0.0,0.57,0.6,Information,
211032,3585.0,21296.46286,TUR,Turkey,K. Maras,1.84982162,0.0,0.57,0.6,Information,
211033,3586.0,875.3788129,TUR,Turkey,Adana,4.0486631,2.100368334,0.57,0.6,Information,
211034,3587.0,20797.0602,TUR,Turkey,Adana,0.814937327,0.0,0.57,0.6,Information,
211035,3588.0,6802.879574,TUR,Turkey,Mersin,4.023760548,0.0,0.57,0.6,Information,
211036,3589.0,10927.85044,TUR,Turkey,Mersin,2.123780385,0.0,0.57,0.6,Information,
211037,3590.0,9587.490735,TUR,Turkey,Antalya,3.953435249,0.007779363,0.57,0.6,Information,
211038,3591.0,2643.204771,TUR,Turkey,Isparta,3.010034404,0.0,0.57,0.6,Information,
211052,3596.0,6798.335188,TUR,Turkey,Isparta,2.28605439,0.0,0.57,0.6,Information,
211053,3597.0,26213.74776,TUR,Turkey,Mugla,3.088235073,1.03443062,0.57,0.6,Information,
211054,3598.0,26641.40241,TUR,Turkey,Denizli,1.116139586,0.0,0.57,0.6,Information,
211055,3599.0,7688.514242,TUR,Turkey,Izmir,3.299567942,0.482728572,0.57,0.6,Information,
211056,3600.0,16796.51577,TUR,Turkey,Manisa,1.286464982,0.021005668,0.57,0.6,Information,
211057,3601.0,17165.7411,TUR,Turkey,Balikesir,0.711900858,0.874005268,0.57,0.6,Information,
211058,3602.0,23798.63116,TUR,Turkey,Balikesir,1.591299662,1.040992301,0.57,0.6,Information,
211059,3603.0,4865.839396,TUR,Turkey,Kocaeli,3.719906,0.2334932,0.57,0.6,Information,
213021,3604.0,1948.410166,TUR,Turkey,Edirne,0.649827619,0.0,0.57,0.6,Information,
213022,3605.0,11040.55405,TUR,Turkey,Kirklareli,0.375406595,0.0,0.57,0.6,Information,
213025,3608.0,14.39782576,TUR,Turkey,Edirne,4.005961229,0.0,0.57,0.6,Warning,2.0
221001,3701.0,8113.892335,TUR,Turkey,Afyon,1.960319088,0.0,0.57,0.6,Information,
221002,3702.0,15465.43434,TUR,Turkey,Konya,2.633650067,0.0,0.57,0.6,Information,
221005,3705.0,12335.92922,TUR,Turkey,Konya,0.633266021,0.0,0.57,0.6,Information,
221006,3706.0,1180.575961,TUR,Turkey,Konya,4.070495757,0.0,0.57,0.6,Information,
221008,3708.0,18671.78686,TUR,Turkey,Aksaray,1.890094032,0.0,0.57,0.6,Information,
221100,3710.0,3167.541259,TUR,Turkey,Kocaeli,1.243285894,0.0,0.57,0.6,Information,
221201,3711.0,5304.165978,TUR,Turkey,Sakarya,2.681236988,0.0,0.57,0.6,Information,
221202,3712.0,2446.996619,TUR,Turkey,Bursa,4.013695892,0.0,0.57,0.6,Information,
221203,3713.0,10641.17976,TUR,Turkey,Bolu,1.875724589,0.0,0.57,0.6,Information,
221204,3714.0,4608.422192,TUR,Turkey,Ankara,0.96749902,0.0,0.57,0.6,Information,
221205,3715.0,388.9097537,TUR,Turkey,Ankara,2.272564975,0.0,0.57,0.6,Information,
221206,3716.0,7176.567271,TUR,Turkey,Ankara,1.424740468,0.0,0.57,0.6,Information,
221207,3717.0,359.236157,TUR,Turkey,Ankara,2.210703831,0.0,0.57,0.6,Information,
221208,3718.0,21190.94126,TUR,Turkey,Afyon,1.078608231,0.0,0.57,0.6,Information,
221209,3719.0,10858.31926,TUR,Turkey,Eskisehir,3.015774861,0.0,0.57,0.6,Information,
221300,3720.0,29901.24294,TUR,Turkey,Karabyk,3.494152214,0.0,0.57,0.6,Information,
221400,3721.0,3102.234401,TUR,Turkey,Kayseri,4.047024567,0.0,0.57,0.6,Information,
221401,3722.0,3872.795367,TUR,Turkey,Samsun,2.209061435,0.0,0.57,0.6,,
221402,3723.0,6973.291187,TUR,Turkey,Kastamonu,1.985353439,0.0,0.57,0.6,Information,
221403,3724.0,1018.241854,TUR,Turkey,Çorum,2.762035732,0.0,0.57,0.6,Information,
221404,3725.0,3385.322494,TUR,Turkey,Çankiri,1.31294522,0.0,0.57,0.6,Information,
221406,3727.0,18804.50637,TUR,Turkey,Yozgat,1.50747243,0.0,0.57,0.6,Information,
221407,3728.0,579.8892736,TUR,Turkey,Çankiri,2.27734414,0.0,0.57,0.6,Information,
221408,3729.0,3587.371644,TUR,Turkey,Çankiri,1.95122731,0.0,0.57,0.6,Information,
221409,3730.0,34252.27615,TUR,Turkey,Sivas,1.116969678,0.0,0.57,0.6,Information,
221500,3731.0,2952.21502,TUR,Turkey,Samsun,4.034812111,0.0,0.57,0.6,Information,
221601,3732.0,2307.985318,TUR,Turkey,Samsun,4.035340083,0.0,0.57,0.6,Information,
221602,3733.0,22688.74021,TUR,Turkey,Tokat,2.736425703,0.0,0.57,0.6,Information,
221800,3742.0,22060.8915,TUR,Turkey,Artvin,3.430642124,0.0,0.57,0.6,,
294693,5332.0,5481.910607,TUR,Turkey,Sirnak,2.709304954,0.0,0.57,0.6,Information,
294694,5333.0,11513.00341,TUR,Turkey,Siirt,2.089727236,0.0,0.57,0.6,Information,
294695,5334.0,201.1450386,TUR,Turkey,Batman,2.420658018,0.0,0.57,0.6,Information,
294696,5335.0,2918.188407,TUR,Turkey,Batman,0.671531442,0.0,0.57,0.6,Information,
294697,5336.0,1143.676852,TUR,Turkey,Batman,2.596609282,0.0,0.57,0.6,Information,
294698,5337.0,5417.613388,TUR,Turkey,Diyarbakir,1.951798768,0.0,0.57,0.6,Information,
294699,5338.0,14688.93588,TUR,Turkey,Diyarbakir,2.23698395,0.0,0.57,0.6,Information,
294966,5394.0,1938.988393,TUR,Turkey,Mardin,0.058198134,0.0,0.57,0.6,Information,
294968,5396.0,2970.556739,TUR,Turkey,Mardin,0.443311121,0.0,0.57,0.6,Information,
294969,5397.0,3955.117716,TUR,Turkey,Sanliurfa,1.084245854,0.0,0.57,0.6,Information,
294972,5399.0,14189.18154,TUR,Turkey,Sanliurfa,1.345148367,0.0,0.57,0.6,Information,
294977,5404.0,16483.20616,TUR,Turkey,Adiyaman,1.479165262,0.0,0.57,0.6,Information,
294978,5405.0,9419.718095,TUR,Turkey,Malatya,0.416379673,0.0,0.57,0.6,Information,
294979,5406.0,3848.925593,TUR,Turkey,Malatya,0.72060175,0.0,0.57,0.6,Information,
294980,5407.0,22755.13324,TUR,Turkey,Erzincan,1.205076149,0.0,0.57,0.6,Information,
294991,5408.0,3020.212122,TUR,Turkey,Tunceli,1.563481526,0.0,0.57,0.6,Information,
294992,5409.0,9891.720202,TUR,Turkey,Tunceli,1.88378915,0.0,0.57,0.6,Information,
294993,5410.0,2814.234035,TUR,Turkey,Elazig,0.651929916,0.0,0.57,0.6,Information,
294996,5413.0,2241.225051,TUR,Turkey,Mus,0.595192144,0.0,0.57,0.6,Information,
294997,5414.0,4026.143056,TUR,Turkey,Mus,3.141740531,0.0,0.57,0.6,Information,
294998,5415.0,3049.417388,TUR,Turkey,Erzurum,2.048622672,0.0,0.57,0.6,Information,
294999,5416.0,10736.17595,TUR,Turkey,Agri,2.434671457,0.0,0.57,0.6,Information,
213010,16062.0,6081.232807,TUR,Turkey,Istanbul,0.381058848,0.717628852,0.57,0.6,Information,
211040,3593.0,9470.322995,CYP,Cyprus,Nicosia,1.92581553,0.986444295,0.75,0.35,Information,
213023,3606.0,3724.885756,GRC,Greece,Macedonia and Thrace,1.870295602,0.0,0.72,0.39,Information,
213030,3613.0,12483.48164,GRC,Greece,Macedonia and Thrace,0.749113547,0.290704822,0.72,0.39,Information,
213050,3615.0,7264.423787,GRC,Greece,Macedonia and Thrace,0.151969813,1.482117682,0.72,0.39,Information,
213071,3618.0,5501.305992,GRC,Greece,Macedonia and Thrace,1.660428654,0.231294121,0.72,0.39,Information,
213072,3619.0,6762.867329,GRC,Greece,Epirus and Western Macedonia,1.474232249,0.448654532,0.72,0.39,Information,
213073,3620.0,1638.269517,GRC,Greece,Macedonia and Thrace,0.548141309,1.998164769,0.72,0.39,Information,
213074,3621.0,10867.26136,GRC,Greece,Thessaly and Central Greece,2.072805803,0.0,0.72,0.39,Information,
213075,3622.0,61499.85534,GRC,Greece,Thessaly and Central Greece,3.023196112,2.038346351,0.72,0.39,Information,
212000,16061.0,21112.16509,GRC,Greece,Aegean,0.113842983,0.156109598,0.72,0.39,Information,
213024,3607.0,8601.852358,BGR,Bulgaria,Yambol,2.530193323,0.0,0.7,0.42,Information,
213026,3609.0,5636.710479,BGR,Bulgaria,Kardzhali,2.529885175,0.0,0.7,0.42,Information,
213027,3610.0,2968.623054,BGR,Bulgaria,Haskovo,1.395504014,0.0,0.7,0.42,Information,
213028,3611.0,3380.530245,BGR,Bulgaria,Stara Zagora,0.496028512,0.0,0.7,0.42,Information,
213029,3612.0,15313.76786,BGR,Bulgaria,Plovdiv,1.962399592,0.0,0.7,0.42,Information,
213040,3614.0,16839.18767,BGR,Bulgaria,Blagoevgrad,1.438814199,0.050679856,0.7,0.42,Information,
227350,3945.0,26774.23781,BGR,Bulgaria,Veliko Tarnovo,2.081495655,0.0,0.7,0.42,Information,
227371,3947.0,4239.829697,BGR,Bulgaria,Pleven,1.194707714,0.0,0.7,0.42,Information,
227372,3948.0,8679.449848,BGR,Bulgaria,Sofia,0.924550934,0.0,0.7,0.42,Information,
227374,3950.0,4303.692401,BGR,Bulgaria,Vratsa,1.201045131,0.0,0.7,0.42,Information,
228000,4036.0,28204.01369,BGR,Bulgaria,Varna,1.543623229,0.0,0.7,0.42,Information,
213060,3616.0,24578.96091,MKD,Macedonia,Gradsko,2.65697197,0.092773619,0.65,0.49,Information,
213076,3623.0,6823.41759,ALB,Albania,Gjirokastër,3.166283387,3.129174401,0.63,0.51,Information,
213077,3624.0,154.5709376,ALB,Albania,Fier,4.042676225,4.038516065,0.63,0.51,Information,
213078,3625.0,6137.263474,ALB,Albania,Berat,2.655072628,1.103975436,0.63,0.51,Information,
213079,3626.0,8870.526967,ALB,Albania,Tirani,2.541776755,3.090454585,0.63,0.51,Information,
213080,3627.0,17574.23236,ALB,Albania,Shkodër,3.020851366,0.057701194,0.63,0.51,Information,
213090,3628.0,5957.513059,BIH,Bosnia and Herzegovina,Repuplika Srpska,0.229529692,0.0,0.62,0.53,Information,
213092,3629.0,7341.246634,BIH,Bosnia and Herzegovina,Federacija Bosna i Hercegovina,1.423083341,1.222524654,0.62,0.53,Information,
227403,3968.0,2993.558067,BIH,Bosnia and Herzegovina,Repuplika Srpska,2.280479046,0.0,0.62,0.53,,
227404,3969.0,10513.87911,BIH,Bosnia and Herzegovina,Federacija Bosna i Hercegovina,3.136553583,0.0,0.62,0.53,Information,
227405,3970.0,11624.60198,BIH,Bosnia and Herzegovina,Repuplika Srpska,2.618669458,0.0,0.62,0.53,Information,
227406,3971.0,9925.486988,BIH,Bosnia and Herzegovina,Federacija Bosna i Hercegovina,1.412011044,0.0,0.62,0.53,Information,
227407,3972.0,6661.997385,HRV,Croatia,Bjelovarska-Bilogorska,1.280873736,0.0,0.75,0.35,Information,
227408,3973.0,10033.89775,HRV,Croatia,Karlovacka,1.403409917,0.0,0.75,0.35,Information,
227801,4002.0,2735.325296,HRV,Croatia,Osjecko-Baranjska,3.121864209,0.0,0.75,0.35,Information,
213091,16063.0,2457.919847,HRV,Croatia,Dubrovacko-Neretvanska,2.946491453,2.238767577,0.75,0.35,Information,
213093,16064.0,1901.448623,HRV,Croatia,Splitsko-Dalmatinska,1.023601818,2.750672335,0.75,0.35,Information,
227409,3974.0,12567.20312,SVN,Slovenia,Zasavska,2.047094914,0.0,0.81,0.26,,
227805,4006.0,6558.804237,SVN,Slovenia,Podravska,1.462184948,0.0,0.81,0.26,Information,
